id,text,rating,date,source,app
dc5755c2-69e3-45b0-a2a8-91ef3eb47a92,login email yg sama utk bayar home internet lebih 10 tahun tp bulan ni login tak ada langsung data tu mcam mana nak bayar bil n cek status?? jgn susahkan customer boleh tak,1,2026-06-12 06:34:33,play_store,MyUnifi
74105495-5106-4aad-8cc0-46d41a51f56e,"Very very bad experience!!! Redemption of 30 days free trials TV pack needs 9 days to complete. It's fine, but after completing the redemption, they don't send me the confirmation email to activate the streaming apps like Disney plus, IQIYI and WeTV. I waited for 9 more days until today I also haven't got the email, yet these free trials started counting down the day already, I have missed 9 days without any compensation and I don't know how long I should wait again. Won't consider Unifi anymore",1,2026-06-12 06:26:21,play_store,MyUnifi
f5878e7e-d306-4d96-a6bf-133f854f6557,"payment always error, lousy app",1,2026-06-12 02:29:11,play_store,MyUnifi
8d73c704-5be0-4ca9-9926-508ad0b8f6eb,"I installed this app thrice times and day unfortunately couldn't enter into it and I waited so many hours too. I did uninstall & reinstall this app , cleared app data & cache but it failed to enter into this app.......",1,2026-06-12 00:02:36,play_store,MyUnifi
04511d1a-2064-45ff-9363-99758b3bb245,tq unifi excellent service,5,2026-06-11 09:09:28,play_store,MyUnifi
1c405d7d-c8bf-453c-a304-07badf2d948c,"Easy,secure,reliable,terbaik kudos on world cup hd channel",5,2026-06-11 06:40:51,play_store,MyUnifi
7437efb9-c804-4334-bb15-17e44fc6c786,Good apps. easy to used.,5,2026-06-11 06:32:35,play_store,MyUnifi
d530b096-ab62-429b-8a2f-7c8e0de4aafe,my account just magically dissappeared and cannot be added back eventhough tried clear cache and data. the only option that I was able to insert is the nickname and the account number only. now even the add account button is missing,3,2026-06-11 06:29:39,play_store,MyUnifi
52054c75-05b7-40eb-9297-0590bc1c4ab7,good apps and friendly user,5,2026-06-11 04:49:46,play_store,MyUnifi
cc92d143-2a96-4871-9347-182a7722fd97,"Reliable, easy to use",5,2026-06-11 04:46:44,play_store,MyUnifi
31511557-c6ce-449b-9773-439a6de854ed,more attractive compare to before ui ux,5,2026-06-11 02:04:30,play_store,MyUnifi
d1375262-7602-4a5e-95b7-f48b2b831012,Easy to monitor all accounts under same app.,5,2026-06-11 01:56:53,play_store,MyUnifi
608296cc-117c-49f6-8a53-11b9e90dad87,nice app easy to use. i can read my bill easily,5,2026-06-11 01:54:24,play_store,MyUnifi
c6038f77-1640-4f6b-95cc-f69d7d6d9342,excelent,5,2026-06-11 01:51:45,play_store,MyUnifi
c0447b66-ca9f-496d-9b1d-f9fd162f4944,"Logged in but not account details, eventhough linked the account. Frustrating af!",1,2026-06-11 01:51:40,play_store,MyUnifi
ca881987-6c74-43f7-97e6-e70c4988d919,easy to navigate,5,2026-06-11 01:48:46,play_store,MyUnifi
a6a045ec-53ed-46d9-82e2-f2a604eaae8c,"Finally Now I can see all my accounts, good job Unifi!",5,2026-06-11 01:38:39,play_store,MyUnifi
885575f3-df45-4dc2-ada8-7e111fa9a976,very user friendly apps and easy to understand the features,5,2026-06-11 01:35:50,play_store,MyUnifi
1b32c5f9-eb2d-4a1a-abdc-419c49795914,good,5,2026-06-10 02:21:12,play_store,MyUnifi
f982a728-0a5c-4ac5-b81e-ac214bbae709,Frustrating app. Why does it keep logging me out? Just let me stay logged in like other normal apps. 😥😥🤦🏻‍♀️,1,2026-06-09 17:51:26,play_store,MyUnifi
89b2be3d-fdf8-41a4-b9a7-5e53a228e761,ok,4,2026-06-09 14:46:59,play_store,MyUnifi
26d409ee-d309-48ea-96f6-26f6831314e7,"Very bad. If not monopolies, u surely at the bottom. A hole",1,2026-06-09 13:06:03,play_store,MyUnifi
