id,text,rating,date,source,app
76dbc3a6-cb2e-4244-a3b1-601e1b7f5a72,good,5,2026-06-12 08:50:48,play_store,MyCelcomDigi
781a10eb-0d70-4684-912b-cd07d0b8807b,now this app is complicated & difficult to open if compared to the previous app.,2,2026-06-12 08:49:21,play_store,MyCelcomDigi
a02014f5-701a-4f1d-a452-c1d10301ccec,"so slow, loading takes forever doesn't deserve even 1 star",1,2026-06-12 08:25:26,play_store,MyCelcomDigi
740699fe-66e0-448a-a7c5-ada57707a713,good,3,2026-06-12 07:47:31,play_store,MyCelcomDigi
12fefdeb-0440-4f4c-a831-e801446b4640,good app,4,2026-06-12 07:46:57,play_store,MyCelcomDigi
bbee0430-65cb-4054-87c9-828512559366,ok good,5,2026-06-12 07:12:07,play_store,MyCelcomDigi
01df3988-fd54-4b9a-a6ec-e6bd360dfa73,"very lousy interface, the old digi app is much better",1,2026-06-12 06:05:13,play_store,MyCelcomDigi
62eff09e-c0ed-4bb2-bba6-24445eef369d,saya punya keridit selalu hilang dan saya mau simpan untuk keperluan taunya udah kurang gak kaya dulu,1,2026-06-12 05:53:13,play_store,MyCelcomDigi
81c575e1-5ae2-4d1a-abdf-f91056684582,slow,1,2026-06-12 05:07:40,play_store,MyCelcomDigi
8c2f2678-3c13-4ed7-868c-a5db54bfc810,"i am using DIGI from more than 10 years . previously DIGI app was easier to use and user friendly . now celcomdigi new app interface is nice but the sevices always having issues . i am facing problem from last few days to check my prepaid monthly package usage and when tried to open USAGE there is error written "" something went wrong "" from last 1 week issue happened even tried to reinstall app & tried to update all apps and android update as well 😟",1,2026-06-12 04:40:56,play_store,MyCelcomDigi
4b4c40c0-1574-4954-8728-eb5e36d2898b,add ons very expensive,1,2026-06-12 03:51:54,play_store,MyCelcomDigi
cdb7224f-7e92-4114-aa5d-35ba471aca63,slow loading apps,4,2026-06-12 02:52:54,play_store,MyCelcomDigi
23a7f863-e74e-4717-a988-4cab4a425e46,The line is so slow. But say unlimited,1,2026-06-12 02:50:44,play_store,MyCelcomDigi
e6a82ff4-f135-4c1f-95f2-b7574c68b5e7,"simkad activate so much problem.. why selfie photo real also..can't detect, tell me not real face...why like that.. plz update your APP. Can't use the app👎bcs simkad not active 👎👎👎",1,2026-06-12 02:34:37,play_store,MyCelcomDigi
178d6f09-19f7-4c56-a659-34d6e7166943,Slow loading apps.,1,2026-06-12 02:29:18,play_store,MyCelcomDigi
cdb729c2-21b9-4557-b2ca-547510d74574,easy to use,5,2026-06-12 02:10:55,play_store,MyCelcomDigi
4212e86a-e238-47ab-ba04-887f3583ec6b,this app to slow and its very lag then it take so much loding time. i like the old version,1,2026-06-12 02:02:51,play_store,MyCelcomDigi
1ef77362-5b4f-44fb-ae33-ed2769d47768,too slow,1,2026-06-12 01:49:36,play_store,MyCelcomDigi
